"literal","code","standard","contributor","broader_uri","broader_term","uri"
"mining engineers","300417568","mining engineers","AAT Getty","http://vocab.getty.edu/aat/300025063","engineers","http://vocab.getty.edu/aat/300417568"
"tempera painters","300386230","tempera painters","AAT Getty","http://vocab.getty.edu/aat/300025143","<painters by technique, implement, or material employed>","http://vocab.getty.edu/aat/300386230"
"production design","300435130","production design","AAT Getty","http://vocab.getty.edu/aat/300025190","designers","http://vocab.getty.edu/aat/300435130"
"commissaires-priseurs","300412173","commissaires-priseurs","AAT Getty","http://vocab.getty.edu/aat/300025207","<people in commerce and business>","http://vocab.getty.edu/aat/300412173"
"supervising architects","300137401","supervising architects","AAT Getty","http://vocab.getty.edu/aat/300024987","architects","http://vocab.getty.edu/aat/300137401"
"electricians","300025018","electricians","AAT Getty","http://vocab.getty.edu/aat/300025001","construction workers","http://vocab.getty.edu/aat/300025018"
"storytellers","300250909","storytellers","AAT Getty","http://vocab.getty.edu/aat/300068931","performing artists","http://vocab.getty.edu/aat/300250909"
"therapists","300025598","therapists","AAT Getty","http://vocab.getty.edu/aat/300155832","<people in health and medicine>","http://vocab.getty.edu/aat/300025598"
"swiss guards","300265778","Swiss guards","AAT Getty","http://vocab.getty.edu/aat/300185678","soldiers","http://vocab.getty.edu/aat/300265778"
"homemakers","300386635","homemakers","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300386635"
"marabouts (religious people)","300260332","marabouts (religious people)","AAT Getty","http://vocab.getty.edu/aat/300168457","people in religion","http://vocab.getty.edu/aat/300260332"
"clockmakers","300025397","clockmakers","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300025397"
"clock-makers","300025397","clock-makers","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300025397"
"cad draftsmen","300419260","CAD draftsmen","AAT Getty","http://vocab.getty.edu/aat/300386777","<artists by medium or work type>","http://vocab.getty.edu/aat/300419260"
"public artists","300400514","public artists","AAT Getty","http://vocab.getty.edu/aat/300386778","<artists by status or location>","http://vocab.getty.edu/aat/300400514"
"emblem makers","300386221","emblem makers","AAT Getty","http://vocab.getty.edu/aat/300386706","<artists by subject or style of work>","http://vocab.getty.edu/aat/300386221"
"mathematicians","300025786","mathematicians","AAT Getty","http://vocab.getty.edu/aat/300025788","scientists","http://vocab.getty.edu/aat/300025786"
"monarchs","300237007","monarchs","AAT Getty","http://vocab.getty.edu/aat/300025475","rulers (people)","http://vocab.getty.edu/aat/300237007"
"playwrights","300025511","playwrights","AAT Getty","http://vocab.getty.edu/aat/300025492","authors","http://vocab.getty.edu/aat/300025511"
"musicians","300025666","musicians","AAT Getty","http://vocab.getty.edu/aat/300025645","<people in the performing arts>","http://vocab.getty.edu/aat/300025666"
"marble workers","300263264","marble workers","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300263264"
"notaries","300025454","notaries","AAT Getty","http://vocab.getty.edu/aat/300025426","<people in government and administration>","http://vocab.getty.edu/aat/300025454"
"municipal engineers","300025087","municipal engineers","AAT Getty","http://vocab.getty.edu/aat/300025063","engineers","http://vocab.getty.edu/aat/300025087"
"watercolorists","300025157","watercolorists","AAT Getty","http://vocab.getty.edu/aat/300025143","<painters by technique, implement, or material employed>","http://vocab.getty.edu/aat/300025157"
"water-colourists","300025157","water-colourists","AAT Getty","http://vocab.getty.edu/aat/300025143","<painters by technique, implement, or material employed>","http://vocab.getty.edu/aat/300025157"
"production designers","300435129","production designers","AAT Getty","http://vocab.getty.edu/aat/300025190","designers","http://vocab.getty.edu/aat/300435129"
"commission merchants","300136405","commission merchants","AAT Getty","http://vocab.getty.edu/aat/300025207","<people in commerce and business>","http://vocab.getty.edu/aat/300136405"
"erectors","300025019","erectors","AAT Getty","http://vocab.getty.edu/aat/300025001","construction workers","http://vocab.getty.edu/aat/300025019"
"laundresses","300188519","laundresses","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300188519"
"missionaries","300025764","missionaries","AAT Getty","http://vocab.getty.edu/aat/300168457","people in religion","http://vocab.getty.edu/aat/300025764"
"coach makers","300386209","coach makers","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300386209"
"veterinarians","300237763","veterinarians","AAT Getty","http://vocab.getty.edu/aat/300155832","<people in health and medicine>","http://vocab.getty.edu/aat/300237763"
"collagists","300025113","collagists","AAT Getty","http://vocab.getty.edu/aat/300386777","<artists by medium or work type>","http://vocab.getty.edu/aat/300025113"
"self-taught artists","300257252","self-taught artists","AAT Getty","http://vocab.getty.edu/aat/300386778","<artists by status or location>","http://vocab.getty.edu/aat/300257252"
"expressionists (artists)","300389788","Expressionists (artists)","AAT Getty","http://vocab.getty.edu/aat/300386706","<artists by subject or style of work>","http://vocab.getty.edu/aat/300389788"
"medical scientists","300025806","medical scientists","AAT Getty","http://vocab.getty.edu/aat/300025788","scientists","http://vocab.getty.edu/aat/300025806"
"oligarchs","300391199","oligarchs","AAT Getty","http://vocab.getty.edu/aat/300025475","rulers (people)","http://vocab.getty.edu/aat/300391199"
"poets","300025513","poets","AAT Getty","http://vocab.getty.edu/aat/300025492","authors","http://vocab.getty.edu/aat/300025513"
"performing artists","300068931","performing artists","AAT Getty","http://vocab.getty.edu/aat/300025645","<people in the performing arts>","http://vocab.getty.edu/aat/300068931"
"restorers","300025821","restorers","AAT Getty","http://vocab.getty.edu/aat/300025254","<people in crafts and trades by activity>","http://vocab.getty.edu/aat/300025821"
"metalworkers","300025297","metalworkers","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300025297"
"metal-workers","300025297","metal-workers","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300025297"
"officials","300386641","officials","AAT Getty","http://vocab.getty.edu/aat/300025426","<people in government and administration>","http://vocab.getty.edu/aat/300386641"
"mandarins","300379528","mandarins","AAT Getty","http://vocab.getty.edu/aat/300025457","public officers","http://vocab.getty.edu/aat/300379528"
"nuclear engineers","300025088","nuclear engineers","AAT Getty","http://vocab.getty.edu/aat/300025063","engineers","http://vocab.getty.edu/aat/300025088"
"scenographers","300025681","scenographers","AAT Getty","http://vocab.getty.edu/aat/300025190","designers","http://vocab.getty.edu/aat/300025681"
"theatre designers","300025681","theatre designers","AAT Getty","http://vocab.getty.edu/aat/300025190","designers","http://vocab.getty.edu/aat/300025681"
"consumers","300025836","consumers","AAT Getty","http://vocab.getty.edu/aat/300025207","<people in commerce and business>","http://vocab.getty.edu/aat/300025836"
"personnel","300025852","personnel","AAT Getty","http://vocab.getty.edu/aat/300024980","<people by occupation>","http://vocab.getty.edu/aat/300025852"
"hammermen","300025021","hammermen","AAT Getty","http://vocab.getty.edu/aat/300025001","construction workers","http://vocab.getty.edu/aat/300025021"
"letter carriers","300380097","letter carriers","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300380097"
"müezzins","300417898","müezzins","AAT Getty","http://vocab.getty.edu/aat/300168457","people in religion","http://vocab.getty.edu/aat/300417898"
"confectioners (candymakers)","300263076","confectioners (candymakers)","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300263076"
"herbalists","300265350","herbalists","AAT Getty","http://vocab.getty.edu/aat/300155832","<people in health and medicine>","http://vocab.getty.edu/aat/300265350"
"conceptual artists","300131101","conceptual artists","AAT Getty","http://vocab.getty.edu/aat/300386777","<artists by medium or work type>","http://vocab.getty.edu/aat/300131101"
"fashion illustrators","300025126","fashion illustrators","AAT Getty","http://vocab.getty.edu/aat/300386706","<artists by subject or style of work>","http://vocab.getty.edu/aat/300025126"
"metrologists","300025815","metrologists","AAT Getty","http://vocab.getty.edu/aat/300025788","scientists","http://vocab.getty.edu/aat/300025815"
"overlords","300391198","overlords","AAT Getty","http://vocab.getty.edu/aat/300025475","rulers (people)","http://vocab.getty.edu/aat/300391198"
"satirists","300025514","satirists","AAT Getty","http://vocab.getty.edu/aat/300025492","authors","http://vocab.getty.edu/aat/300025514"
"producers (managers)","300197742","producers (managers)","AAT Getty","http://vocab.getty.edu/aat/300025645","<people in the performing arts>","http://vocab.getty.edu/aat/300197742"
"riggers (people)","300263249","riggers (people)","AAT Getty","http://vocab.getty.edu/aat/300025254","<people in crafts and trades by activity>","http://vocab.getty.edu/aat/300263249"
"niellists","300378949","niellists","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300378949"
"politicians","300025474","politicians","AAT Getty","http://vocab.getty.edu/aat/300025426","<people in government and administration>","http://vocab.getty.edu/aat/300025474"
"safety engineers","300025089","safety engineers","AAT Getty","http://vocab.getty.edu/aat/300025063","engineers","http://vocab.getty.edu/aat/300025089"
"dealers","300025236","dealers","AAT Getty","http://vocab.getty.edu/aat/300025207","<people in commerce and business>","http://vocab.getty.edu/aat/300025236"
"retirees","300393203","retirees","AAT Getty","http://vocab.getty.edu/aat/300024980","<people by occupation>","http://vocab.getty.edu/aat/300393203"
"masons (construction workers)","300025040","masons (construction workers)","AAT Getty","http://vocab.getty.edu/aat/300025001","construction workers","http://vocab.getty.edu/aat/300025040"
"lighthouse keepers","300251969","lighthouse keepers","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300251969"
"lighthouse-keepers","300251969","lighthouse-keepers","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300251969"
"mystics","300025781","mystics","AAT Getty","http://vocab.getty.edu/aat/300168457","people in religion","http://vocab.getty.edu/aat/300025781"
"cooks","300248012","cooks","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300248012"
"midwives","300386260","midwives","AAT Getty","http://vocab.getty.edu/aat/300155832","<people in health and medicine>","http://vocab.getty.edu/aat/300386260"
"decorative artists","300386189","decorative artists","AAT Getty","http://vocab.getty.edu/aat/300386777","<artists by medium or work type>","http://vocab.getty.edu/aat/300386189"
"figure artists","300386186","figure artists","AAT Getty","http://vocab.getty.edu/aat/300386706","<artists by subject or style of work>","http://vocab.getty.edu/aat/300386186"
"physicists","300025816","physicists","AAT Getty","http://vocab.getty.edu/aat/300025788","scientists","http://vocab.getty.edu/aat/300025816"
"prefects (rulers)","300389766","prefects (rulers)","AAT Getty","http://vocab.getty.edu/aat/300025475","rulers (people)","http://vocab.getty.edu/aat/300389766"
"screen writers","300025515","screen writers","AAT Getty","http://vocab.getty.edu/aat/300025492","authors","http://vocab.getty.edu/aat/300025515"
"street entertainers","300379041","street entertainers","AAT Getty","http://vocab.getty.edu/aat/300025645","<people in the performing arts>","http://vocab.getty.edu/aat/300379041"
"scribes (people)","300025580","scribes (people)","AAT Getty","http://vocab.getty.edu/aat/300025254","<people in crafts and trades by activity>","http://vocab.getty.edu/aat/300025580"
